date,WaterLevel,Discharge,WaterTemperature,EC,Humidity,WindDir,AirTemp,WindSpeed
17/6/2021 13:00,30.897,6233.88,12.3,102.7,67,270,17,16.6
17/6/2021 13:30,30.899,6459.79,12.3,103.4,62,270,16.2,14.8
17/6/2021 14:00,30.902,6200.67,12.3,104,65,290,16,14.8
17/6/2021 14:30,30.903,5365.35,12.3,102.7,62,290,16.4,14.8
17/6/2021 15:00,30.902,6202.57,12.3,103.4,58,290,16.8,14.8
17/6/2021 15:30,30.904,6383.1,12.2,103.7,52,290,17.7,20.5
17/6/2021 16:00,30.905,6075.72,12.2,103.4,52,290,17.7,13
17/6/2021 16:30,30.908,6260.18,12.2,103.7,53,280,17.2,13
17/6/2021 17:00,30.91,6264.02,12.2,102.7,58,280,16.1,7.6
17/6/2021 17:30,30.906,6342.82,12.1,102.7,62,290,15.5,16.6
17/6/2021 18:00,30.915,6009.3,12.1,102.7,85,300,13.1,13
17/6/2021 18:30,30.916,6410.33,12.1,102.7,88,260,12.8,1.8
17/6/2021 19:00,30.912,6356.5,12.1,102.7,85,290,12.5,5.4
17/6/2021 19:30,30.917,6369.63,12.1,102.7,87,350,12.1,7.6
17/6/2021 20:00,30.914,6450.94,12,103,80,280,12.5,14.8
17/6/2021 20:30,30.916,6454.69,12,103,84,260,11.9,22.3
17/6/2021 21:00,30.918,6460.27,12,103,87,250,11.5,16.6
17/6/2021 21:30,30.925,6431.03,12,103,88,250,11.4,14.8
17/6/2021 22:00,30.927,6168.1,12,103.1,86,260,10.9,13
17/6/2021 22:30,30.925,6564.98,12,103.1,86,270,10.7,9.4
17/6/2021 23:00,30.923,6514.69,12,103.1,90,300,10.4,5.4
17/6/2021 23:30,30.922,6423.89,12,103.4,92,310,10.4,9.4
18/6/2021 0:00,30.926,6388.91,12,103.1,95,280,10.2,11.2
18/6/2021 0:30,30.924,6518.43,12,103.1,97,290,10,13
18/6/2021 1:00,30.928,6482.08,12,103.1,99,290,9.8,13
18/6/2021 1:30,30.93,6397.11,12,103.5,99,280,9.8,11.2
18/6/2021 2:00,30.93,6397.34,12,103.1,100,280,9.8,11.2
18/6/2021 2:30,30.929,6216.97,12,103.1,100,270,9.7,9.4
18/6/2021 3:00,30.93,6531.11,12,103.5,100,280,9.6,9.4
18/6/2021 3:30,30.93,6486.37,11.9,103.4,100,270,9.7,9.4
18/6/2021 4:00,30.933,6271.23,11.9,103.4,100,260,9.7,11.2
18/6/2021 4:30,30.933,6181.81,11.9,103.4,99,270,9.7,11.2
18/6/2021 5:00,30.932,6269.32,11.9,103.4,99,260,9.4,13
18/6/2021 5:30,30.936,6278.72,11.9,103.4,98,250,9.5,13
18/6/2021 6:00,30.935,6141.16,11.9,103,99,240,9.4,11.2
18/6/2021 6:30,30.936,6412.81,11.9,103.4,100,250,9.4,11.2
18/6/2021 7:00,30.937,6370.19,11.9,103,100,250,9.7,11.2
18/6/2021 7:30,30.938,6282.54,11.9,103.4,100,250,9.7,11.2
18/6/2021 8:00,30.939,6463.53,11.9,103.4,100,250,9.6,11.2
18/6/2021 8:30,30.939,6374.01,12,103.7,100,250,9.7,11.2
18/6/2021 9:00,30.939,6508.4,12,103.7,100,230,10.1,13
18/6/2021 9:30,30.941,6064.56,12,103,100,230,10.1,14.8
18/6/2021 10:00,30.941,6198.89,12.1,103.4,100,230,10.8,13
18/6/2021 10:30,30.941,6377.88,12.1,103.4,99,220,11.2,14.8
18/6/2021 11:00,30.941,6109.36,12.1,103,95,210,11.8,13
18/6/2021 11:30,30.938,6282.54,12.2,102.7,90,210,12.3,14.8
18/6/2021 12:00,30.946,7154.06,12.2,102.7,83,210,12.8,13
18/6/2021 12:30,30.954,5778.84,12.3,103,79,200,13.6,16.6
18/6/2021 13:00,30.953,6451.42,12.3,102.6,77,200,14.1,13
18/6/2021 13:30,30.953,6406.35,12.4,102.9,75,190,14.2,16.6
18/6/2021 14:00,30.955,6501.99,12.4,102.9,72,180,14.8,14.8
18/6/2021 14:30,30.954,6454.67,12.4,102.6,72,190,14.7,18.4
18/6/2021 15:00,30.956,6368.36,12.3,103.3,68,190,15.1,16.6
18/6/2021 15:30,30.953,6360.66,12.3,103.6,71,190,14.7,13
18/6/2021 16:00,30.955,6411.41,12.3,102.9,72,180,14.3,11.2
18/6/2021 16:30,30.956,6233.07,12.3,103.3,67,190,14.8,13
18/6/2021 17:00,30.958,6238.51,12.3,104,72,180,14.2,9.4
18/6/2021 17:30,30.959,6285.21,12.2,102.6,75,200,13.7,5.4
18/6/2021 18:00,30.958,6371.85,12.2,102.2,79,230,12.8,5.4
18/6/2021 18:30,30.961,6514.2,12.2,102.2,84,240,12,7.6
18/6/2021 19:00,30.963,6249.14,12.2,102.2,77,230,12.4,9.4
18/6/2021 19:30,30.963,6202.12,12.1,102.5,75,230,12.5,9.4
18/6/2021 20:00,30.963,6204.01,12.1,102.5,76,230,12.7,11.2
18/6/2021 20:30,30.967,6256.54,12.1,102.1,73,220,13,11.2
18/6/2021 21:00,30.969,6262.43,12.1,102.1,78,220,12,7.6
18/6/2021 21:30,30.97,6174.12,12.1,102.5,78,220,12.1,13
18/6/2021 22:00,30.972,6494.78,12.1,102.5,77,230,12.1,14.8
18/6/2021 22:30,30.974,6498.68,12.1,102.5,78,220,11.9,14.8
18/6/2021 23:00,30.977,6234.42,12.1,102.5,80,210,11.4,16.6
18/6/2021 23:30,30.976,6141.86,12.1,102.5,84,210,10.7,13
19/6/2021 0:00,30.977,6189.07,12.1,102.5,86,210,10.3,14.8
19/6/2021 0:30,30.979,6192.66,12,102.5,88,220,10.1,13
19/6/2021 1:00,30.98,6103.74,12,102.5,91,220,9.6,13
19/6/2021 1:30,30.979,6419.62,12,102.5,93,210,9.4,13
19/6/2021 2:00,30.98,6149.47,12,102.5,95,210,9,13
19/6/2021 2:30,30.981,6242.32,12,102.6,97,220,8.7,9.4
19/6/2021 3:00,30.983,6157.19,12,102.6,99,220,8.3,11.2
19/6/2021 3:30,30.982,6382.37,12,102.6,99,210,8.3,11.2
19/6/2021 4:00,30.983,6111.75,12,102.6,99,210,8.1,11.2
19/6/2021 4:30,30.982,6335.14,11.9,102.2,100,200,7.8,11.2
19/6/2021 5:00,30.983,6066.52,11.9,102.3,100,210,7.8,11.2
19/6/2021 5:30,30.985,6024.67,12,102.6,100,210,8,11.2
19/6/2021 6:00,30.985,6115.93,12,102.6,100,190,8.5,16.6
19/6/2021 6:30,30.984,6023.05,12,102.6,100,200,8.8,16.6
19/6/2021 7:00,30.987,6392.67,12,102.3,100,200,8.8,13
19/6/2021 7:30,30.988,6123.16,12,102.3,100,210,9,14.8
19/6/2021 8:00,30.988,6259.89,12,102.3,100,190,9.3,14.8
19/6/2021 8:30,30.983,6066.74,12,102.3,100,190,9.6,14.8
19/6/2021 9:00,30.986,6086.84,12,102.3,100,190,10,13
19/6/2021 9:30,30.988,6305.28,12,101.9,100,190,10.5,11.2
19/6/2021 10:00,30.988,5984.73,12.1,101.9,100,190,11.8,16.6
19/6/2021 10:30,30.99,6445.36,12.2,101.5,82,180,12.7,18.4
19/6/2021 11:00,30.991,6356.04,12.4,100.8,74,180,13.4,20.5
19/6/2021 11:30,30.993,6817.65,12.4,100.5,70,170,14,16.6
19/6/2021 12:00,30.994,6181.13,12.5,99.7,70,160,14.7,20.5
19/6/2021 12:30,30.985,6069.51,12.5,100.4,64,190,14.9,14.8
19/6/2021 13:00,30.99,6262.44,12.5,100.7,63,170,15.5,16.6
19/6/2021 13:30,30.987,6211.3,12.4,100.7,59,170,16,14.8
19/6/2021 14:00,30.99,6307.95,12.4,101,57,180,15.4,16.6
19/6/2021 14:30,30.989,6535.11,12.4,100.6,56,170,16.2,14.8
19/6/2021 15:00,30.989,6214.44,12.4,101,51,170,16.4,16.6
19/6/2021 15:30,30.989,6307.23,12.4,101.7,53,180,16.2,16.6
19/6/2021 16:00,30.987,6438.25,12.4,102,52,190,16.6,14.8
19/6/2021 16:30,30.988,6032.16,12.3,101.3,55,180,15.8,11.2
19/6/2021 17:00,30.991,6265.56,12.3,101.7,57,180,15.4,11.2
19/6/2021 17:30,30.989,5350.59,12.3,101.3,60,190,14.4,9.4
19/6/2021 18:00,30.988,6077.78,12.3,101,67,200,12.9,7.6
19/6/2021 18:30,30.988,6305.34,12.3,101,70,200,12,7.6
19/6/2021 19:00,30.989,6351.03,12.3,101,72,220,12,7.6
19/6/2021 19:30,30.99,6354.67,12.3,101,72,210,12.3,9.4
19/6/2021 20:00,30.988,6258.1,12.3,101,74,190,11.9,11.2
19/6/2021 20:30,30.988,6394.5,12.2,101,75,180,11.6,9.4
19/6/2021 21:00,30.988,6212.58,12.2,101.3,79,170,10.7,9.4
19/6/2021 21:30,30.987,6256.08,12.2,101,82,180,10.1,9.4
19/6/2021 22:00,30.988,6030.5,12.2,101.3,83,180,9.5,7.6
19/6/2021 22:30,30.988,6303.69,12.2,101.3,87,190,8.7,7.6
19/6/2021 23:00,30.985,6207.6,12.1,101.3,89,170,8.7,9.4
19/6/2021 23:30,30.984,6203.87,12.1,101.4,88,170,8.3,9.4
20/6/2021 0:00,30.986,6163.97,12.1,101.4,91,180,7.4,7.6
20/6/2021 0:30,30.985,6114.71,12.1,101.4,94,210,7.2,7.6
20/6/2021 1:00,30.986,6116.88,12.1,101.1,95,190,7.2,7.6
20/6/2021 1:30,30.985,5978.72,12.1,101.4,95,200,6.7,7.6
20/6/2021 2:00,30.987,6075.37,12.1,101.4,97,190,6.3,7.6
20/6/2021 2:30,30.986,6209.91,12.1,101.4,99,190,6.3,9.4
20/6/2021 3:00,30.986,6117.35,12.1,101.4,99,190,5.9,9.4
20/6/2021 3:30,30.983,6020.85,12,101.1,99,170,6.1,9.4
20/6/2021 4:00,30.987,6392.64,12,101,99,160,6.4,13
20/6/2021 4:30,30.987,5937.49,12,101,99,180,5.8,7.6
20/6/2021 5:00,30.988,6303.64,12,101.4,99,190,5.7,9.4
20/6/2021 5:30,30.986,5935.76,12,101,99,190,5.5,9.4
20/6/2021 6:00,30.985,6252.45,12,101,100,200,5.2,11.2
20/6/2021 6:30,30.987,6119.66,12,101,100,190,5,9.4
20/6/2021 7:00,30.986,5890.55,12,101.1,100,210,4.7,9.4
20/6/2021 7:30,30.987,6165.36,11.9,101.1,100,220,5.1,9.4
20/6/2021 8:00,30.986,6072.9,11.9,102.8,100,200,5.3,9.4
20/6/2021 8:30,30.987,5892.55,12,101.8,100,210,5.3,9.4
20/6/2021 9:00,30.985,6389.46,12,101.1,100,190,5.5,11.2
20/6/2021 9:30,30.984,6203.84,12,101.1,100,180,7.3,7.6
20/6/2021 10:00,30.987,6211.37,12.1,100.8,100,150,8.8,13
20/6/2021 10:30,30.985,6069.15,12.3,100,99,140,9.9,14.8
20/6/2021 11:00,30.982,6018.27,12.4,99.3,80,150,11,13
20/6/2021 11:30,30.985,6252.5,12.4,99.3,77,150,11.4,11.2
20/6/2021 12:00,30.983,6156.07,12.5,99,71,140,12,13
20/6/2021 12:30,30.977,6369.64,12.5,98.9,66,150,12.8,11.2
20/6/2021 13:00,30.98,6105.04,12.4,99.7,62,170,13.2,13
20/6/2021 13:30,30.982,6108.54,12.4,100,60,150,13.6,13
20/6/2021 14:00,30.98,6104.5,12.3,99.9,57,160,14,13
20/6/2021 14:30,30.982,6336.94,12.3,100.6,55,150,14.2,13
20/6/2021 15:00,30.979,6011.86,12.3,100.3,54,150,14.4,13
20/6/2021 15:30,30.971,6221.35,12.2,100.2,55,140,14.8,9.4
20/6/2021 16:00,30.985,7026.29,12.3,100.6,55,130,14.5,11.2
20/6/2021 16:30,30.978,5874.48,12.3,100.2,55,140,14.3,9.4
20/6/2021 17:00,30.978,5963.55,12.3,100.2,58,140,13.7,9.4
20/6/2021 17:30,30.977,5961.63,12.3,100.9,62,150,12.5,7.6
20/6/2021 18:00,30.976,6231.95,12.3,100.2,70,150,10.4,5.4
20/6/2021 18:30,30.976,6050.5,12.2,100.2,76,160,9.2,7.6
20/6/2021 19:00,30.978,5782.13,12.2,100.2,80,160,8.4,5.4
20/6/2021 19:30,30.976,6186.48,12.2,100.2,81,170,8.1,7.6
20/6/2021 20:00,30.975,6184.77,12.2,100.1,86,150,7.5,7.6
20/6/2021 20:30,30.978,6100.08,12.2,100.1,86,120,7.6,9.4
20/6/2021 21:00,30.975,6049.4,12.1,100.1,85,130,7.4,7.6
20/6/2021 21:30,30.975,6094.7,12.1,100.1,87,160,6.8,5.4
20/6/2021 22:00,30.976,6096.55,12.1,100.1,87,200,6.5,7.6
20/6/2021 22:30,30.976,5959.05,12.1,100.2,91,170,5.3,5.4
20/6/2021 23:00,30.974,5910.46,12.1,100.2,93,170,5.5,7.6
20/6/2021 23:30,30.975,5912.1,12,100.2,96,170,4.5,7.6
21/6/2021 0:00,30.973,6135.22,12,100.2,97,160,4.5,5.4
21/6/2021 0:30,30.973,6043.16,12,100.2,98,120,4.3,9.4
21/6/2021 1:00,30.972,5950.84,11.9,100.2,99,100,4.3,5.4
21/6/2021 1:30,30.972,5950.92,11.9,100.2,99,90,4.2,5.4
21/6/2021 2:00,30.968,5808.33,11.9,100.3,99,0,3.6,0
21/6/2021 2:30,30.97,5856.8,11.9,100.2,99,0,3.2,0
21/6/2021 3:00,30.969,6171.8,11.9,100.3,99,0,2.7,0
21/6/2021 3:30,30.97,5947.72,11.9,100.3,99,0,2.6,0
21/6/2021 4:00,30.97,5900.95,11.9,100.3,99,170,2.2,5.4
21/6/2021 4:30,30.969,5853.93,11.9,100.3,99,180,1.8,5.4
21/6/2021 5:00,30.97,5946.38,11.9,100.3,99,160,2,7.6
21/6/2021 5:30,30.968,5807.41,11.9,100,99,170,2,5.4
21/6/2021 6:00,30.969,6171.02,11.9,100.4,99,130,2.1,7.6
21/6/2021 6:30,30.971,5904.92,11.9,100.3,99,140,2,5.4
21/6/2021 7:00,30.969,5718.88,11.8,100.4,99,110,1.8,5.4
21/6/2021 7:30,30.966,5982.83,11.8,100,99,100,2.4,7.6
21/6/2021 8:00,30.966,5894.42,11.8,100.4,99,0,2.5,0
21/6/2021 8:30,30.969,6035.24,11.8,100.3,100,0,4.6,0
21/6/2021 9:00,30.97,6082.42,11.9,100.7,100,0,6.5,0
21/6/2021 9:30,30.97,5991.95,12,100,97,0,8.6,0
21/6/2021 10:00,30.969,5990.17,12.2,100,75,20,10.4,7.6
21/6/2021 10:30,30.978,5873.34,12.2,100.3,68,30,12,7.6
21/6/2021 11:00,30.968,5851.94,12.3,98.9,59,40,13.3,9.4
21/6/2021 11:30,30.97,6082.97,12.4,98.8,57,60,14.5,9.4
21/6/2021 12:00,30.963,5797.8,12.4,98.9,53,70,15.1,13
21/6/2021 12:30,30.963,6245.36,12.2,99.4,47,50,15.6,13
21/6/2021 13:00,30.963,6154.83,12.2,99.4,46,20,15.9,9.4
21/6/2021 13:30,30.962,6197.96,12.2,99.7,44,40,16.2,13
21/6/2021 14:00,30.961,5880.63,12.2,101.5,43,30,15.9,14.8
21/6/2021 14:30,30.962,6064.01,12.1,100,42,40,16.2,14.8
21/6/2021 15:00,30.959,5922.03,12.1,100,42,50,16.7,11.2
21/6/2021 15:30,30.959,6191.73,12.1,100.7,43,60,16.4,14.8
21/6/2021 16:00,30.962,5928.22,12.1,100.7,45,80,16.5,11.2
21/6/2021 16:30,30.959,6103.24,12,101,44,60,16.2,9.4
21/6/2021 17:00,30.959,5696.31,12.1,100.7,47,40,15.3,11.2
21/6/2021 17:30,30.959,5967.97,12,100.6,53,50,13.4,9.4
21/6/2021 18:00,30.96,5969.9,12.1,100.7,61,80,11.5,7.6
21/6/2021 18:30,30.959,6236.6,12,100.3,66,90,10,7.6
21/6/2021 19:00,30.959,5923.17,12,100.3,70,60,8.9,7.6
21/6/2021 19:30,30.961,5881.34,12,100.3,74,70,8.3,1.8
21/6/2021 20:00,30.963,5839.7,11.9,100.7,75,320,8.3,3.6
21/6/2021 20:30,30.96,5654.37,11.9,100.7,81,80,7,7.6
21/6/2021 21:00,30.958,6145.19,11.9,100.7,84,100,6.5,9.4
21/6/2021 21:30,30.96,5923.64,11.9,100.7,79,80,8,7.6
21/6/2021 22:00,30.956,6095.25,11.9,100.7,81,80,7.2,5.4
21/6/2021 22:30,30.958,6010.38,11.8,100.7,83,70,7,7.6
21/6/2021 23:00,30.956,5735.78,11.8,100.8,85,40,6.5,5.4
21/6/2021 23:30,30.957,5872.37,11.8,100.4,88,40,6.4,3.6
22/6/2021 0:00,30.956,5870.83,11.8,100.8,89,0,5.8,0
22/6/2021 0:30,30.956,5825.73,11.8,100.8,91,110,5.8,1.8
22/6/2021 1:00,30.957,5737.75,11.8,100.8,93,30,5.9,1.8
22/6/2021 1:30,30.953,5729.43,11.8,100.8,94,70,6,7.6
22/6/2021 2:00,30.952,6042.33,11.8,100.8,94,70,6.5,1.8
22/6/2021 2:30,30.953,6044.03,11.8,100.8,93,0,6.2,0
22/6/2021 3:00,30.952,5772.76,11.8,101.2,94,70,5.7,7.6
22/6/2021 3:30,30.955,6004.57,11.7,100.8,94,70,7.3,11.2
22/6/2021 4:00,30.952,5907.58,11.7,101.2,88,60,7.4,9.4
22/6/2021 4:30,30.954,5777.87,11.7,101.1,91,50,7.1,9.4
22/6/2021 5:00,30.95,5814.4,11.7,101.1,89,60,7.6,9.4
22/6/2021 5:30,30.952,5907.56,11.7,101.1,88,50,7.8,11.2
22/6/2021 6:00,30.949,5632.96,11.7,101.1,87,60,7.8,9.4
22/6/2021 6:30,30.946,5850.38,11.7,101.5,87,60,7.5,9.4
22/6/2021 7:00,30.95,5769.3,11.7,101.4,86,50,7.7,11.2
22/6/2021 7:30,30.949,5945.29,11.7,101.4,86,50,7.9,13
22/6/2021 8:00,30.95,5812.72,11.7,101.5,83,50,8.1,13
22/6/2021 8:30,30.95,5948.95,11.7,102.1,83,50,8.7,13
22/6/2021 9:00,30.947,5583.12,11.8,101.8,78,50,9.8,13
22/6/2021 9:30,30.953,5954.34,11.9,101.4,74,30,10.4,16.6
22/6/2021 10:00,30.966,6026.98,11.9,101.4,71,30,11.6,18.4
22/6/2021 10:30,30.951,5950.62,12,101.4,65,30,12.9,22.3
22/6/2021 11:00,30.951,5681.19,12,101.4,59,40,14.1,24.1
22/6/2021 11:30,30.961,6061.1,12.1,101.4,55,30,15.1,25.9
22/6/2021 12:00,30.951,5950.12,12.2,101,54,40,15.7,20.5
22/6/2021 12:30,30.948,6034.04,12.2,101,50,20,17,22.3
22/6/2021 13:00,30.945,5802.52,12.2,101,49,20,16.7,24.1
22/6/2021 13:30,30.952,6059.92,12.2,100.9,48,30,16.9,27.7
22/6/2021 14:00,30.951,6175.38,12.2,100.9,49,30,16.7,27.7
22/6/2021 14:30,30.942,5751.79,12.2,101.3,51,20,16.9,25.9
22/6/2021 15:00,30.945,5669.26,12.2,101.3,52,20,16.4,27.7
22/6/2021 15:30,30.948,6302.34,12.2,101.6,53,10,16.2,27.7
22/6/2021 16:00,30.947,5672.69,12.1,102,54,20,16,24.1
22/6/2021 16:30,30.944,5712.22,12.1,102,57,30,15.6,22.3
22/6/2021 17:00,30.944,5621.03,12.1,102.3,59,40,15,14.8
22/6/2021 17:30,30.943,5843.1,12.1,102.3,61,50,14.5,13
22/6/2021 18:00,30.945,5893.36,12.1,102.3,62,60,14.4,11.2
22/6/2021 18:30,30.944,5936.26,12,102.3,64,60,13.7,9.4
22/6/2021 19:00,30.944,5755.41,12,102.7,64,50,13.9,13
22/6/2021 19:30,30.943,5755.28,12,102.7,65,70,13.7,11.2
22/6/2021 20:00,30.944,5757.16,11.9,102.7,65,60,13.7,14.8
22/6/2021 20:30,30.941,5705.29,11.9,102.6,66,50,13.9,20.5
22/6/2021 21:00,30.942,5841.45,11.9,104,68,50,13.6,18.4
22/6/2021 21:30,30.939,5612.38,11.9,102.6,69,50,13.6,18.4
22/6/2021 22:00,30.942,5796.69,11.9,102.9,69,50,13.7,18.4
22/6/2021 22:30,30.939,6013.17,11.9,102.6,68,40,13.5,20.5
22/6/2021 23:00,30.942,5528.09,11.9,102.9,68,40,13.7,22.3
22/6/2021 23:30,30.943,5531.31,11.8,102.9,68,40,13.8,22.3
23/6/2021 0:00,30.942,5707.15,11.9,102.9,68,40,13.7,22.3
23/6/2021 0:30,30.941,5884.32,11.8,103.2,68,40,13.8,20.5
23/6/2021 1:00,30.939,5522.95,11.8,102.9,66,30,14.1,24.1
23/6/2021 1:30,30.938,5877.16,11.8,103.2,65,30,14.1,24.1
23/6/2021 2:00,30.937,5786.24,11.8,103.3,66,20,14,24.1
23/6/2021 2:30,30.939,5744.9,11.8,103.3,77,20,13,24.1
23/6/2021 3:00,30.939,5610.8,11.8,103.3,82,10,12.5,20.5
23/6/2021 3:30,30.939,5789.61,11.9,103.6,84,30,12.2,14.8
23/6/2021 4:00,30.934,5825.62,11.8,103.3,88,50,12,14.8
23/6/2021 4:30,30.936,5918.53,11.8,103.6,89,40,11.9,16.6
23/6/2021 5:00,30.94,5613.01,11.8,103.7,89,30,11.8,14.8
23/6/2021 5:30,30.94,5883.04,11.8,103.3,93,40,11.5,14.8
23/6/2021 6:00,30.94,5927.95,11.8,103.3,92,40,11.6,18.4
23/6/2021 6:30,30.939,5700.75,11.8,103.7,93,30,11.7,20.5
23/6/2021 7:00,30.941,5885,11.8,104,94,30,11.4,16.6
23/6/2021 7:30,30.943,5933.33,11.8,104.4,95,30,11.4,18.4
23/6/2021 8:00,30.942,5662.93,11.8,104.4,95,20,11.4,18.4
23/6/2021 8:30,30.944,5756.06,11.8,104.7,96,40,11.4,16.6
23/6/2021 9:00,30.944,5890.56,11.9,105.1,94,30,11.5,20.5
23/6/2021 9:30,30.945,5757.88,11.9,105.1,94,30,11.6,20.5
23/6/2021 10:00,30.942,5797.59,11.8,105.4,93,30,11.9,20.5
23/6/2021 10:30,30.941,5482.38,11.9,105.2,91,30,12.1,22.3
23/6/2021 11:00,30.944,5621.92,11.9,105.1,88,30,12.9,22.3
23/6/2021 11:30,30.941,5838.58,11.9,105.1,84,30,13,20.5
23/6/2021 12:00,30.941,5883.29,12,104.7,83,20,13.2,20.5
23/6/2021 12:30,30.946,6299.25,12,104.7,85,30,13.4,20.5
23/6/2021 13:00,30.943,5754.21,12,104.7,85,20,13.3,22.3
23/6/2021 13:30,30.94,5704.21,12,104.7,83,10,13.3,16.6
23/6/2021 14:00,30.94,5838.47,12,104.7,84,30,13.4,18.4
23/6/2021 14:30,30.945,5757.68,12.1,104.3,81,30,13.8,18.4
23/6/2021 15:00,30.939,5834.92,12.1,104.3,74,20,14.5,22.3
23/6/2021 15:30,30.949,5857.46,12.1,104.2,76,20,14.5,20.5
23/6/2021 16:00,30.938,5922.13,12.1,104.6,73,10,14.8,20.5
23/6/2021 16:30,30.949,5588.03,12.1,104.5,75,10,14.4,22.3
23/6/2021 17:00,30.95,6263.31,12,104.9,73,10,14.9,24.1
23/6/2021 17:30,30.95,6263.17,12,104.5,80,10,13.9,20.5
23/6/2021 18:00,30.952,6222.16,12,104.6,84,20,13.1,14.8
23/6/2021 18:30,30.953,6358.74,12,104.5,90,30,11.9,13
23/6/2021 19:00,30.952,6357.08,11.9,104.9,89,20,12,14.8
23/6/2021 19:30,30.952,6356.91,11.9,104.9,89,10,12.7,20.5
23/6/2021 20:00,30.954,6227.93,11.9,104.9,89,360,12.9,24.1
23/6/2021 20:30,30.957,6233.2,11.8,104.9,90,10,12.6,22.3
23/6/2021 21:00,30.958,6280.25,11.8,104.9,92,360,12.5,16.6
23/6/2021 21:30,30.954,6091.53,11.8,104.9,92,360,12.7,16.6
23/6/2021 22:00,30.96,5923.66,11.8,105.3,93,350,12.8,18.4
23/6/2021 22:30,30.959,6417.44,11.8,105.3,95,350,12.7,16.6
23/6/2021 23:00,30.958,6415.64,11.8,105.3,98,360,12.5,16.6
23/6/2021 23:30,30.955,6318.33,11.8,105.3,99,360,12.5,18.4
24/6/2021 0:00,30.957,6278.78,11.8,105.3,98,350,12.8,18.4
24/6/2021 0:30,30.956,6096.88,11.8,105.6,97,350,12.7,14.8
24/6/2021 1:00,30.958,6100.34,11.8,105.6,97,360,12.7,14.8
24/6/2021 1:30,30.96,6013.78,11.8,105.7,98,350,12.6,13
24/6/2021 2:00,30.956,5960.29,11.8,105.7,99,350,12.4,13
24/6/2021 2:30,30.956,6320.17,11.8,106,99,340,12.3,13
24/6/2021 3:00,30.956,5916.98,11.8,105.7,98,350,12.2,13
24/6/2021 3:30,30.955,6138.43,11.8,106,92,340,11.9,14.8
24/6/2021 4:00,30.955,6228.4,11.8,106,92,350,11.6,14.8
24/6/2021 4:30,30.952,6177.81,11.8,106,89,340,11.6,14.8
24/6/2021 5:00,30.954,5911.79,11.8,105.9,87,350,11.5,16.6
24/6/2021 5:30,30.952,6043,11.7,105.9,88,350,10.9,13
24/6/2021 6:00,30.953,5910,11.7,105.9,83,350,10.7,16.6
24/6/2021 6:30,30.951,6086.09,11.7,105.9,83,350,10.3,16.6
24/6/2021 7:00,30.951,6266.08,11.7,105.9,88,360,9.7,16.6
24/6/2021 7:30,30.955,6273.7,11.7,105.9,86,350,9.6,16.6
24/6/2021 8:00,30.954,6002.27,11.7,106.3,80,350,9.8,18.4
24/6/2021 8:30,30.963,6021.04,11.7,106.3,74,350,10.3,18.4
24/6/2021 9:00,30.962,6288.25,11.7,106.3,68,340,11.1,22.3
24/6/2021 9:30,30.957,5962.38,11.8,106.6,65,340,11.6,25.9
24/6/2021 10:00,30.959,6102.72,11.9,106.3,64,340,12.1,27.7
24/6/2021 10:30,30.975,7087.56,12,106.3,62,340,12.7,27.7
24/6/2021 11:00,30.961,6330.98,12.1,105.9,61,330,13.2,29.5
24/6/2021 11:30,30.98,6283.5,12.2,105.9,60,330,14,25.9
24/6/2021 12:00,30.971,5540.91,12.2,105.6,59,330,14.3,27.7
24/6/2021 12:30,30.955,6228.38,12.3,105.6,58,320,14.6,27.7
24/6/2021 13:00,30.983,7790.17,12.2,105.9,57,320,15,29.5
24/6/2021 13:30,30.976,6003.63,12.2,105.9,57,330,15,27.7
24/6/2021 14:00,30.983,5563.68,12.2,106.2,58,330,15.2,22.3
24/6/2021 14:30,30.978,6142.99,12.2,106.2,57,330,15.5,25.9
24/6/2021 15:00,30.964,6068.64,12.2,106.2,56,330,15.7,24.1
24/6/2021 15:30,30.959,5923.05,12.2,106.2,55,330,16.1,22.3
24/6/2021 16:00,30.962,6063.48,12.2,106.5,53,330,16.3,22.3
24/6/2021 16:30,30.958,5829.64,12.2,106.5,73,280,13.7,24.1
24/6/2021 17:00,30.963,5884.8,12.1,106.5,80,320,13.3,13
24/6/2021 17:30,30.953,6268.85,12.1,106.5,79,290,12.9,25.9
24/6/2021 18:00,30.956,6096.43,12,106.9,78,310,12.9,13
24/6/2021 18:30,30.954,6272.64,12,106.9,75,310,12.6,13
24/6/2021 19:00,30.951,6265.2,11.9,106.9,77,310,12.2,9.4
24/6/2021 19:30,30.953,6089.08,11.9,107.2,73,310,12.5,11.2
24/6/2021 20:00,30.95,6398.14,11.9,107.2,75,320,12.1,11.2
24/6/2021 20:30,30.951,6310.07,11.9,107.2,72,310,12.1,11.2
24/6/2021 21:00,30.953,6044.48,11.8,107.2,67,300,12.4,14.8
24/6/2021 21:30,30.95,6084.09,11.8,107.2,72,310,11.4,13
24/6/2021 22:00,30.951,6263.9,11.8,107.2,75,320,10.9,11.2
24/6/2021 22:30,30.957,6053.68,11.8,107.2,74,310,11,13
24/6/2021 23:00,30.952,6087.96,11.8,107.2,75,330,10.5,11.2
24/6/2021 23:30,30.952,6222.74,11.8,107.5,75,310,10.2,13
25/6/2021 0:00,30.951,6084.28,11.7,107.2,75,310,10,13
25/6/2021 0:30,30.951,6220.9,11.7,107.2,76,310,9.5,13
